,date_occured,time_occured,city,state,country,shape,duration_seconds,duration_hours_min,comments,date_posted,latitude,longitude
18220,1982-12-15,21:00,kingsport,tn,us,triangle,30,30 seconds,Triangular craft with multicolored lights,2009-12-12,36.5483333,-82.5619444
18221,1983-12-15,01:15,garner,nc,us,triangle,900,15 minutes,An in trouble triangle UFO seen hovering above tree top level in a residential neighborhood.,2001-04-28,35.7111111,-78.6144444
18222,1984-12-15,20:00,santiago (chile),,,changing,1800,30 min.,First: One Object&#44 Second: Few colorfull objects&#44 Final: Again One object,1999-01-28,-33.46912,-70.641997
18223,1984-12-15,22:00,toronto (canada),on,ca,sphere,20,20 seconds,yellowish sphere appears/disappears,2000-12-02,43.666667,-79.416667
18224,1985-12-15,17:30,auburn,al,us,unknown,300,5 min. +,Bright lighted object 30 feet above me&#44 rose&#44 sped away&#44 emitted shower of sparks in distance,2005-05-11,32.6097222,-85.4808333
18225,1986-12-15,20:30,attleboro,ma,us,disk,120,2 minutes,large disc&#44 no more than 80ft above our car&#44 4 witnesses&#44 2 full minute sighting,2011-05-12,41.9444444,-71.28611109999999
18226,1987-12-15,22:00,guyana,,,unknown,5,5 seconds,Object streaked at a very high speed into the sky. Object was kinda redish and orange in color and looked kind of round from the distan,2002-12-23,4.860416,-58.93018000000001
18227,1988-12-15,23:30,liberty,nc,us,triangle,60,1 minute,Large triangular object with white lights along the side.  Silent,2000-01-22,35.8533333,-79.5719444
18459,1954-12-16,16:50,yucaipa,ca,us,oval,70,1:10,Luminous oval over Yucaipa&#44 similar object reported by L.A. newspapers over Inyokern Air Base,2007-11-28,34.0336111,-117.04222220000001
18460,1972-12-16,22:30,gravesend (uk/england),,gb,triangle,20,15-20 seconds,the three lights moved horizontal 1/4- 1/2 mile then shot up at great speed at 45 % stiil horizontal,2005-09-02,51.433333,0.366667
18461,1975-12-16,21:00,cranberry ortage (canada),mb,,disk,3600,1 hour,Me and two of my friends were snowmobiling on lake atapapuskow and then we stop for a cigarette when we saw a light coming toward us we,2004-08-24,54.586111,-101.377222
18462,1985-12-16,18:00,buckner,mo,us,triangle,720,12 minutes,I saw a space object in December of 1985 near Buckner&#44 Missouri.,2007-06-12,39.1325000,-94.1983333
18463,1989-12-16,24:00,sunnyvale,ca,us,other,300,4-5 mn.,loud explosions by white star like light,1998-11-01,37.3688889,-122.03527779999999
18619,1961-12-17,21:00,bartow/mulberry,fl,,sphere,1500,25 min,after getting our attention the object approached us&#44 we followed this object while it stopped and waited on us three times,2003-10-15,27.895304,-81.973417
18620,1977-12-17,19:30,muscoda,wi,us,triangle,20,20 sec.,I saw lights in a triangle shape decending straight down and a red light came on as it went behind the hills.,2008-10-31,43.1850000,-90.4430556
18621,1989-12-17,22:00,mosheim,tn,us,oval,300,5 minutes,Red Oval object in the mountains of Tennessee,2003-11-26,36.1894444,-82.95861109999998
18769,1975-12-18,00:30,clermont,in,us,disk,600,10 minutes,Disk-shaped saucer over house w/ a lazer light focused on home,2009-06-09,39.8097222,-86.3225
18770,1977-12-18,18:30,minsk (belarus),,,disk,120,a few minutes,the silver object  looked like as a plate that flew with amazing speed&#44 hanged in the sky for  a few minutes,2003-10-31,53.9,27.566667
19046,1950-01-02,00:00,new york city,ny,us,oval,900,15min,good and true info. 500 Lights On Object0: Yes,2007-04-27,40.7141667,-74.0063889
19047,1976-01-02,12:00,dayton,oh,us,other,172800,over several days,I knew well a retired air force.man who reveiled he was a doctor present at the examination of bodies at Dayton&#44 Ohio.,2003-10-31,39.7588889,-84.1916667
19220,1959-12-20,18:30,los angeles,ca,us,disk,600,10 minutes,Silent&#44 Extreme Bright White Disc of Light&#44 approx. 100 foot diameter Hovered approx. 10 minutes then &quot;Switched Off&quot;.  Small white ligh,1999-09-12,34.0522222,-118.2427778
19221,1968-12-20,02:00,juneau,ak,us,other,900,15 minutes?,Earliest encounter&#44 half-moon shaped object shot paralyzing light beam through bedroom window.,1999-08-30,58.3019444,-134.4197222
19222,1968-12-20,02:00,juneau,ak,us,other,900,15 minutes?,Strange half-moon shaped thing shoots light into room&#44 causes paralysis and other effects.,1999-11-02,58.3019444,-134.4197222
19223,1970-12-20,17:00,meriden,ct,us,unknown,600,10 minutes,My parents &amp; I just sat down for dinner when my Aunt came over to say she see&#39s a funny thing in the sky . itm was dark already because,2012-07-04,41.5380556,-72.8075
19224,1975-12-20,21:00,sunnyvale,ca,us,light,900,<15 minutes,large blue light with no sound; was unable to move,2002-05-14,37.3688889,-122.03527779999999
19225,1977-12-20,21:00,uxmal (mexico),,,disk,1200,20 min.,Two saucers seen at Mayan ruins of Uxmal&#44 Yucatan&#44 Mexico.,2003-07-16,20.359906,-89.768383
19226,1978-12-20,17:00,huntington park,ca,us,disk,1200,20 min.,My Father and I watched a silver object&#44 shaped like a diamond on its side.  It hovered overhead then slowly moved to the right&#44 then d,1998-03-07,33.9816667,-118.22416670000001
19227,1978-12-20,18:00,seattle,wa,us,disk,600,5-10 minutes,UFO Sighting in December 1978 in Seattle&#44 WA.,2004-01-22,47.6063889,-122.33083329999998
19228,1978-12-20,19:00,helmetta,nj,us,circle,2,seconds,It hovered &#44 sprinted across the sky. Hovered again. Disappeared.,2007-02-01,40.3766667,-74.425
19229,1979-12-20,22:00,houlton,me,us,triangle,180,3 minutes,I was sitting in a parking Lot&#44when I noticed this triangular shaped object fly directly over head,1999-11-09,46.1261111,-67.8408333
19230,1980-12-20,19:00,decatur,il,us,unknown,60,1 minute,During a raging snowstorm&#44 I saw a dark object flying at about 5 MPH in the middle of the road between the trees&#44 using a bright search,2003-12-09,39.8402778,-88.9547222
19231,1980-12-20,23:00,mexico city (mexico),,,disk,30,30 seconds,clearly a flying suacer&#44 solid&#44 bright&#44 silent &#44 hovering at the top corner of a high rise building then flying away in an instant.,2008-06-12,19.432608,-99.133208
19232,1985-12-20,22:00,west yarmouth,ma,us,diamond,3600,60 minutes,Unmoving object&#44 diamond shaped with lights on top&#44 bottom and around center.,2002-12-23,41.7055556,-70.22916670000001
19233,1987-12-20,01:00,tampa/miami (on highway between),fl,,unknown,900,15 minutes?,My family were visiting disney world Christmas of 1987.  Because the family was from Winnipeg Manitoba Canada&#44 we were staying in Tampa,2008-02-14,27.997537,-82.45219200000001
19234,1987-12-20,17:15,las vegas (60-70 miles north-east of&#44 interstate 15 north),nv,us,light,240,3 - 4 minutes,Viewed pairs of red strobing lights extended across wide area of Nevada desert and watched as two F-15 fighter aircraft tried to interc,1998-03-07,36.1750000,-115.1363889
19235,1988-12-20,21:00,miami to st. paul (approx. 20 minutes north of),il,,changing,90,1.5 minutes,UFO Encounter on an Airline Flight approx. 20 minutes northwest of Chicago.,2001-02-18,25.789097,-80.204044
19392,1962-12-21,23:21,new york city,ny,us,cigar,900,15 minutes,the ufo I saw on dec&#44 21&#44 1962  in NYC has never appeared on any website I could find,2005-11-03,40.7141667,-74.0063889
19393,1969-12-21,02:54,la serena (chile),,,light,2.51,02.51sec,lights with colors,2005-10-11,-29.906301,-71.25020400000001
19394,1970-12-21,19:00,lake  wales,fl,us,oval,300,5 min.,Pulled over by a ufo using police lights,2003-05-27,27.9011111,-81.5861111
19395,1975-12-21,19:00,north attleboro,ma,us,sphere,900,15 minutes,Outline of the craft clearly seen&#44 rotating lights&#44 no noise&#44 slowly moving south,2000-12-20,41.9833333,-71.33333329999999
19525,1970-01-22,10:00,san mateo,ca,us,sphere,30,30 seconds,Schools kids witness UFO,2011-12-12,37.5630556,-122.32444440000002
19526,1978-01-22,22:00,meriden,ct,us,diamond,600,10 minutes,amazing diamond shape craft at low altitude  seeminly moving  too slow to stay aloft,2008-06-12,41.5380556,-72.8075
19527,1980-01-22,02:00,murphy/arnold,ca,,sphere,2700,45 minutes,Tracked by a UFO,2011-12-12,38.226057,-120.369519
19528,1988-12-02,22:30,hilo,hi,us,light,10800,2 - 3 hours,7 lights observed around Mauna Kea&#44 HI,1999-04-26,19.7297222,-155.09
19815,1965-12-22,09:00,houston (west of),tx,us,formation,180,3 minutes,45 of us were  on the Bus&#44 standing  to see the objects&#44 then flash&#44 and everyone was in their seats again,2004-06-18,29.7630556,-95.3630556
19816,1988-12-22,03:55,santa rosa (23 km. south of),ca,us,changing,7200,2 hours,First off&#44 I am a very skeptical person.  At the time of the sighting&#44 I was a California Highway Patrol Officer for 6 years and very g,2001-08-05,38.4405556,-122.71333329999999
19817,1989-12-22,03:00,cicero,ny,us,light,300,5 minutes,bright lite making fast moves and complex,2010-02-14,43.1755556,-76.11972220000001
19954,1969-12-23,15:00,middletown,ct,us,fireball,120,2 min.,i was 9 or 10 years old and i was slideing down my driveway as i got up from my sled and started to walk back up the driveway a firebal,2007-10-08,41.5622222,-72.6511111
19955,1969-12-23,18:00,middletown,ct,us,circle,60,1 minute,i think the year was 1969 and im possitive it was in the winter because i was slideing down our driveway. i have been trying to find in,2004-09-29,41.5622222,-72.6511111
19956,1973-12-23,16:00,colorado/oklahoma (in flight),co,,disk,300,1-5 minutes?,Metallic disk with rotating orange lights seen from the window of a commercial aircraft between Dallas and Denver.,2007-02-01,35.564035,-97.29021800000001
19957,1975-12-23,02:00,bowie,az,us,oval,600,10 minutes,This goes back a long way to December 1975. For obvious reasons I never reported it. Traveling cross country from Houston TX&#44 to San Di,2007-02-24,32.3263889,-109.4863889
19958,1978-12-23,21:30,valdosta,ga,us,chevron,90,1.5 minutes,Warm December night two days before Christmas&#44 while standing in my landlords backyard watching the goings on in the chickencoupe with,1999-07-05,30.8325000,-83.27861109999999
19959,1978-12-23,22:00,indianapolis,in,us,disk,120,2 min.,Two disk-shaped craft hovering over city night &#44 forms defined by red&#44 successive lights illuminating edges&#44 suddenly shoot skyward,2004-06-04,39.7683333,-86.1580556
19960,1980-12-23,00:00,cairns (qld&#44 australia),,au,disk,600,10mins,I remember it was close to Christmas and I had preyed to God for months and months every night to please do something about my abusive,2000-12-02,-16.92304,145.766251
19961,1987-12-23,22:00,ocala,fl,us,triangle,120,two minutes,Strange transparent objec t with red lights at joints seen around 10 pm moving northeast very slowly.,2002-07-01,29.1869444,-82.14027779999999
19962,1988-12-23,20:35,ovid,mi,us,formation,360,aprox 6 mins,3 spherical object formationwatched in night sky.,2003-10-07,43.0058333,-84.3716667
19963,1989-12-23,20:00,hockessin,de,us,sphere,300,5 mins,We all know we saw the same circular glowing object that night,2005-09-02,39.7875000,-75.6969444
20134,1947-12-24,21:00,whitmore lake,mi,us,cigar,1200,20 min.,Dec. 24&#44 1947 cigar shaped lighted object above the trees near Ann Arbor&#44 Michigan,2008-06-12,42.4394444,-83.7438889
20135,1965-12-24,01:00,davidsville,pa,us,light,300,5 minutes,I personally witnessed this sighting while hitchhiking back home while in the Navy.  It was a clear night while walking within 4 miles,2005-10-20,40.2269444,-78.9366667
20136,1965-12-24,23:59,bellmar,nj,,triangle,3600,1 hour,delta shaped object&#44 missing time,2010-04-13,40.178447,-74.021804
20137,1970-12-24,18:00,berlin,nj,us,cylinder,300,5 minutes,Cylinder shape&#44 not fast moving like you see in all the usual sightings. Like i could feel it observing me.,2013-05-15,39.7911111,-74.92944440000001
20138,1972-12-24,02:00,colorado springs,co,us,disk,120,2 minutes,A DISK SHAPPED UFO SIGHTED OUTSIDE COLORADO SPRINGS CHRISTMAS EVE 1972,2011-12-12,38.8338889,-104.8208333
20139,1974-12-24,23:50,tegucigalpa (honduras),,,disk,15,15 seconds,I could have reached out and touch the UFO,2000-12-02,14.083333,-87.216667
20140,1975-12-24,21:00,winters freeway,ca,,rectangle,10800,2to 3 hours,i lost about 2 to 3 hours  when i drove off i felt sad almost in tears like i lost a dear friend&#44&#44&#44,2009-12-12,36.778261,-119.41793200000001
20141,1977-12-24,00:00,jackson,ms,us,unknown,120,2 min,it was xmas eve&#44 we decided to take a different routte when we went through the town phocahuntis... we stopped at this stop sign when t,2002-09-13,32.2986111,-90.18472220000001
20142,1977-12-24,23:00,philadelphia,ny,us,oval,20,20 seconds,multi colored,2002-05-14,44.1544444,-75.7091667
20143,1981-12-24,20:00,bedford county (stewertsville area),va,us,disk,3600,1hour to 1 hour and 30  m,close encounter of the second kind&#44 15 feet from disk shaped craft.,2003-10-31,37.3341667,-79.5233333
20144,1984-12-24,23:15,tocca,ga,,triangle,180,3 min,Three bright light in a triangle formation moving very rapidly across the sky,2006-12-07,34.577321,-83.332385
20145,1986-12-24,22:00,ocala,fl,us,triangle,120,two minutes,Approximately 10:00 pm&#44 saw a very large triangular (for lack of better word) shaped object traveling from southwest to northeast.  The,2002-07-01,29.1869444,-82.14027779999999
20146,1987-12-24,20:00,exeter,ri,us,rectangle,60,1 minute,UFO seen Christmas Eve 1987. Made sudden &quot;L&quot; shape turn unlike any known aircraft.,2013-02-04,41.5775000,-71.53805559999999
20147,1989-12-24,01:00,santiago (chile),,,light,1200,20 mins,UFO Santiage&#44 Chile 1989,2012-05-13,-33.46912,-70.641997
20148,1989-12-24,23:45,orrington,me,us,triangle,900,15 minutes,Large dark triangular object with two round lights on either end and smaller circular lights in the middle,2009-01-10,44.7311111,-68.8269444
20407,1946-12-25,13:00,yokohama (japan),,,disk,1200,20 minutes,This is a follow-on to the report I made several years ago.  An article about the Brazilian Air Force carried an artist image:  It is t,2010-08-24,35.443708,139.638026
20408,1966-12-25,04:00,rockford,il,us,unknown,60,1 minute plus,Close encounter experience. 500 Lights On Object0: Yes,2007-06-12,42.2711111,-89.09388890000001
20409,1969-12-25,21:38,rogersville,al,us,,120,90-120 sec,single laser-like red light traced numerous straight-line and angular &#39waypoints&#39 in  Christmas night sky,2011-06-20,34.8255556,-87.29472220000001
20410,1971-12-25,08:00,oxnard,ca,us,sphere,2,2 seconds,big blue fireball very low,2006-05-15,34.1975000,-119.1761111
20411,1975-12-25,23:00,tampa,fl,us,triangle,300,5 minutes,Zig Zagging Star Over Tampa Florida,2013-06-02,27.9472222,-82.45861109999998
20412,1976-12-25,19:00,winslow,me,us,disk,180,3 minutes,two disks edge on with light on botom flying in formation.,2007-02-01,44.5469444,-69.6216667
20413,1978-12-25,21:30,cabo san lucas (mexico),,,fireball,45,45 sec-90 sec.,I witnessed a very large glow in the sky which cannot be attributable to any known aircraft and which descended into the ocean.,2008-04-17,22.890533,-109.91673700000001
20414,1982-12-25,01:45,kansas city,mo,us,circle,2400,40 min.,It came upon a light&#44on christmas morn.,2001-11-20,39.0997222,-94.5783333
20415,1982-12-25,19:00,high point,nc,us,light,240,3 to 4 mins,Object appearing to fly in formation with airliner before radically maneuvering away from it.,2012-03-13,35.9555556,-80.0055556
20416,1985-12-25,22:00,ridgefield,ct,us,circle,60,1:00,Massive circular object hovering in the night sky&#44 year 1985.,2002-04-08,41.2813889,-73.49861109999999
20417,1989-12-25,23:00,santiago (chile),,,light,900,15 minutes,A light went up into the sky&#44 hoovered around for awhile&#44 changed color&#44 and moved around. The light was bright red and eventually fade,2000-03-16,-33.46912,-70.641997
20650,1961-12-26,20:00,forestburg,tx,us,sphere,120,one or two minutes,Round brilliant white object hovered and then slowly descended behind a hill in a remote area without making a noise.,2005-04-16,33.5330556,-97.5563889
20651,1975-12-26,20:00,new britghton,mn,,sphere,480,8 minutes,bright light then red blue green lights came on then took off dim lights so fast in south east of state,2014-02-07,45.065521,-93.201891
20810,1980-12-27,01:00,raf bentwaters (uk/england),,,rectangle,7200,2 hours,Additional information (eyewitness account) of the Bentwaters Incident,2003-10-31,52.12785,1.435047
20811,1984-12-27,21:00,capricorn coast (australia),,,light,600,10mins,A super bright&#44 sharp&#44 red light travelled at supersonic speeds around a tropical storm cell&#44 in Australia.,2005-05-11,-23.119252,150.745403
20812,1986-12-27,10:30,pittsburgh,pa,us,triangle,900,15 min,It was trianbular in shape. It was in Plum Boro Pennsylvania. Not really a ufo hot spot. I hovered there until we left after 15 minutes,2003-11-26,40.4405556,-79.9961111
20952,1957-12-28,00:00,madison,wi,us,cigar,3600,1 hour,My mother and i worked as telephone swithcboard operators.Dec. 28?&#441957 YOUR BOX DATE WONT TAKE THE DATE I PUT IN.I was in College. We,2005-09-02,43.0730556,-89.4011111
20953,1957-12-28,00:00,madison,wi,us,cigar,3600,1 hour,My mother and i worked as telephone swithcboard operators. I was in College. We worked from 4pm-12 midnight. I went and got the car and,2004-06-18,43.0730556,-89.4011111
20954,1966-12-28,19:00,hammond,in,us,triangle,60,one minute,Triangle shaped object with flashing lights&#44 Hammond Indiana ( Hessville ) 1966 or 1967,2006-10-30,41.5833333,-87.5
20955,1977-12-28,20:00,worcester,ma,us,disk,15,15 sec,We observed a 60-80 ft diameter metalic craft (disk shaped- flat on top)move by us at 70 ft high &amp; 100 yards of dista-nce.,2002-02-22,42.2625000,-71.80277779999999
21119,1977-12-29,02:00,whitehorse (canada),bc,ca,flash,3600,1 hour,Nightime sighting by many witnesses which forced a police car and fire truck off the road,2009-05-12,60.716667,-135.05
21120,1979-12-29,02:00,waterloo (south of),ia,us,,480,8 min.?,light moving oddly in straight line.,2004-07-25,42.4927778,-92.3427778
21284,1952-12-30,12:00,camp mccoy (enroute to),wi,,cylinder,1800,30 minutes,1951-2 winter sighting,2009-01-10,44.009855,-90.683212
21285,1959-12-30,18:35,tehachapi,ca,us,fireball,30,30 seconds,White fireball hitting ground.,2014-02-21,35.1322222,-118.44805559999999
